שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,Arabs,Left,Right,Center,Orthodox
יתד,1227,235,178,0,178,0,42,100,7,0
כאבול,504,6993,5763,27,5736,5634,55,15,0,13
כאוכב אבו אל-היג',505,2253,1768,10,1758,1717,31,8,0,1
כברי,576,799,610,1,609,3,469,73,56,3
כדיתה,1338,107,65,0,65,0,21,18,0,8
כוכב השחר,3564,1014,872,1,871,0,1,574,0,4
כוכב יאיר,1224,7776,6092,17,6075,4,2817,2089,1023,38
כוכב יעקב,3779,3243,2700,16,2684,0,7,682,2,1124
כוכב מיכאל,824,659,493,0,493,0,260,99,120,2
כורזים,1252,333,233,0,233,0,136,54,32,2
כחל,1210,294,221,0,221,1,129,45,40,1
כיסופים,840,278,154,0,154,1,111,19,13,0
כישור,1153,107,84,0,84,1,57,13,7,3
כליל,1183,359,281,1,280,9,234,19,12,0
כלנית,1229,172,132,1,131,0,0,102,1,11
כמאנה,1331,890,553,7,546,481,24,8,1,30
כמהין,1291,168,134,0,134,0,62,50,9,0
כמון,1201,472,389,3,386,4,275,54,44,3
כנף,4028,255,191,0,191,0,60,62,60,0
כנרת (מושבה),63,472,356,2,354,0,144,136,56,1
כנרת (קבוצה),57,633,439,1,438,1,295,91,36,2
כסיפה,1059,6660,3249,56,3193,2639,185,223,50,35
כסלון,859,277,215,0,215,0,28,120,4,53
כסרא-סמיע,1296,4967,3240,38,3202,169,696,1936,143,78
כעביה-טבאש-חג'אג',978,3092,1437,8,1429,960,288,52,23,58
כפר אביב,857,518,420,4,416,1,204,124,69,9
כפר אדומים,3638,2062,1681,0,1681,0,129,1344,111,11
כפר אוריה,364,499,402,0,402,2,201,149,37,7
כפר אחים,690,484,386,2,384,0,108,191,65,6
כפר ביאליק,220,417,318,1,317,0,165,99,50,1
"כפר ביל""ו",177,839,684,4,680,0,442,120,94,5
כפר בלום,357,645,452,1,451,0,289,111,43,2
כפר בן נון,2010,467,381,0,381,0,188,114,69,2
כפר ברא,633,1903,1457,9,1448,1337,97,6,0,1
כפר ברוך,132,328,257,1,256,0,111,96,36,1
כפר גדעון,106,167,130,0,130,0,5,33,9,59
כפר גלים,427,84,60,1,59,0,16,36,7,0
כפר גליקסון,310,260,194,2,192,0,148,24,16,0
כפר גלעדי,76,545,366,4,362,0,280,58,14,4
כפר דניאל,707,459,364,0,364,0,220,86,49,1
כפר האורנים,3796,1358,1104,5,1099,0,511,295,261,7
כפר החורש,192,425,334,3,331,0,238,58,30,0
כפר המכבי,254,289,200,0,200,0,147,25,27,0
כפר הנגיד,582,744,592,2,590,0,273,184,104,2
כפר הנשיא,443,691,408,4,404,2,289,61,33,0
כפר הס,187,952,754,2,752,2,544,83,108,3
"כפר הרא""ה",217,709,600,1,599,0,32,485,26,12
"כפר הרי""ף",888,557,454,4,450,1,218,131,92,3
כפר ויתקין,190,1356,1087,5,1082,2,816,102,147,2
כפר ורבורג,320,740,598,1,597,0,330,155,92,5
כפר ורדים,1263,4400,3287,12,3275,13,1985,772,433,16
כפר זיתים,786,451,319,0,319,0,27,249,16,19
"כפר חב""ד",696,3693,2617,6,2611,0,8,386,1,234
כפר חושן,609,537,396,3,393,1,42,252,9,69
כפר חיטים,255,487,356,1,355,0,120,175,51,3
כפר חיים,193,400,327,1,326,2,225,48,47,0
כפר חנניה,1297,425,333,1,332,0,86,180,40,10
כפר חסידים א',112,501,393,1,392,0,107,185,62,29
כפר חסידים ב',889,277,201,1,200,0,19,154,15,7
כפר חרוב,4004,332,216,1,215,1,127,46,39,0
כפר טרומן,673,533,445,2,443,1,160,184,77,5
כפר יאסיף,507,7148,5117,32,5085,4524,312,197,14,22
כפר ידידיה,233,489,399,1,398,1,275,53,62,0
כפר יהושע,140,707,587,2,585,0,432,72,66,1
כפר יונה,168,13798,10566,83,10483,6,2852,5183,1563,450
כפר יחזקאל,85,671,555,5,550,3,346,110,69,1
כפר יעבץ,170,463,376,2,374,1,12,295,4,39
כפר כמא,508,2361,1111,28,1083,160,677,176,51,6
כפר כנא,509,12582,8804,47,8757,8128,396,133,4,75
כפר מונש,387,618,491,3,488,1,332,67,81,0
כפר מימון,1095,355,303,0,303,0,11,265,6,1
"כפר מל""ל",98,288,239,3,236,3,140,53,33,0
כפר מנדא,510,10484,8062,125,7937,6534,679,88,3,610
כפר מנחם,274,789,619,2,617,4,440,63,99,1
כפר מסריק,297,519,388,2,386,1,321,30,30,1
כפר מצר,512,1535,941,25,916,792,82,37,1,2
כפר מרדכי,764,428,344,2,342,0,218,43,73,3
כפר נטר,316,693,561,0,561,2,348,110,94,1
כפר סאלד,345,443,333,0,333,1,268,29,23,0
כפר סבא,6900,75994,56929,452,56477,111,23113,21876,8086,1729
כפר סילבר,107,91,51,0,51,0,16,26,5,2
כפר סירקין,249,847,674,3,671,2,381,142,125,7
כפר עזה,845,674,509,0,509,2,386,61,45,2
כפר עציון,3488,421,337,0,337,0,16,297,9,1
כפר פינס,189,348,298,1,297,0,8,243,8,4
כפר קאסם,634,12781,8056,44,8012,6445,1464,58,1,10
כפר קיש,388,374,278,2,276,0,167,65,38,2
כפר קרע,654,11227,8379,59,8320,7878,228,155,1,8
כפר ראש הנקרה,579,895,668,2,666,0,395,160,87,9
כפר רוזנואלד (זרע,1130,198,148,0,148,0,19,98,7,18
כפר רופין,295,396,268,0,268,1,190,39,31,0
כפר רות,1166,180,156,0,156,0,60,67,23,2
כפר שמאי,605,299,224,0,224,0,15,160,5,30
כפר שמואל,743,529,437,5,432,2,234,111,73,6
כפר שמריהו,267,1762,1207,9,1198,4,738,235,194,8
כפר תבור,47,2785,2097,3,2094,8,948,748,324,21
כפר תפוח,3572,490,372,1,371,0,1,243,0,13
כרכום,1285,443,337,2,335,0,151,116,57,6
כרם בן זמרה,664,364,288,0,288,0,33,200,15,27
כרם יבנה (ישיבה),1094,162,147,0,147,0,0,80,0,12
"כרם מהר""ל",580,598,478,0,478,2,286,117,63,3
כרם שלום,1085,95,48,0,48,2,24,15,0,0
כרמי יוסף,1264,1418,1129,7,1122,2,713,232,146,4
כרמי צור,3766,529,475,0,475,0,0,378,0,7
כרמיאל,1139,39888,25162,435,24727,333,4766,14733,2995,1277
כרמיה,768,464,356,0,356,4,191,115,32,3
כרמים,1198,124,95,0,95,0,53,33,8,0
כרמל,3656,263,214,0,214,0,0,167,2,0
לבון,1207,347,283,2,281,0,130,84,64,2
לביא,585,521,386,0,386,0,31,311,17,4
לבנים,1230,315,222,0,222,1,75,108,31,3
להב,2023,407,289,0,289,3,220,22,30,1
להבות הבשן,380,629,463,2,461,7,324,76,44,3
להבות חביבה,715,483,383,1,382,1,288,44,44,2
להבים,1271,4740,3709,5,3704,46,1640,1250,684,21
לוד,7000,52711,32461,545,31916,5225,2504,18285,1757,2273
לוזית,52,355,276,0,276,0,42,150,15,59
לוחמי הגיטאות,595,458,347,2,345,1,263,45,31,1
לוטם,1171,413,318,2,316,6,210,32,60,1
לוטן,1255,138,85,2,83,0,59,13,10,0
לימן,674,499,391,1,390,0,136,155,84,7
לכיש,24,491,408,3,405,1,303,38,55,1
לפיד,1310,1676,1320,9,1311,3,561,484,217,7
לפידות,1173,126,93,0,93,0,17,52,5,17
לקיה,1060,6012,2696,46,2650,2462,78,48,4,29
מאור,2055,760,612,1,611,1,238,262,73,14
מאיר שפיה,102,92,49,0,49,0,23,24,2,0
מבוא ביתר,771,496,383,4,379,0,93,202,59,1
מבוא דותן,3569,265,169,0,169,1,15,134,2,2
מבוא חורון,3709,942,861,3,858,0,1,515,1,57
מבוא חמה,4204,345,242,1,241,1,168,42,26,1
מבוא מודיעים,1141,186,122,0,122,0,5,85,1,15
מבועים,1080,835,611,1,610,0,144,340,73,28
מבטחים,829,367,230,2,228,0,37,146,13,22
מבקיעים,573,297,233,2,231,0,56,128,25,8
מבשרת ציון,1015,18713,14018,72,13946,24,4794,6570,1518,610
מג'ד אל-כרום,516,8940,6691,33,6658,5934,646,22,8,26
מג'דל שמס,4201,580,114,7,107,0,44,57,1,3
מגאר,481,14173,6687,116,6571,2622,1198,1775,127,783
מגדים,689,775,616,7,609,0,197,259,71,29
מגדל,65,1269,858,2,856,2,88,518,35,150
מגדל העמק,874,20631,13496,199,13297,6,1255,8404,815,1967
מגדל עוז,3561,240,173,0,173,1,5,160,1,0
מגדלים,3751,134,93,0,93,1,4,70,4,0
מגידו,586,585,448,0,448,2,309,71,62,0
מגל,375,717,600,3,597,1,458,59,70,0
מגן,695,486,340,3,337,6,277,21,29,0
מגן שאול,1155,342,260,2,258,0,50,169,24,7
מגשימים,722,638,482,0,482,0,226,146,90,2
מדרך עוז,2029,517,396,5,391,0,77,245,26,30
מדרשת בן גוריון,1140,974,736,3,733,8,547,114,48,4
מודיעין עילית,3797,23529,21002,1136,19866,2,18,559,10,18386
מודיעין-מכבים-רעו,1200,54689,43995,165,43830,36,14857,19175,7894,803
מולדה,1360,108,59,0,59,49,2,5,0,0
מולדת,269,687,551,3,548,0,381,78,76,4
מוצא עילית,208,714,507,4,503,4,323,110,59,3
מוקייבלה,635,2105,1339,11,1328,1213,100,8,1,2
מורן,1163,300,237,2,235,0,137,49,41,2
מורשת,1178,818,703,2,701,0,8,640,8,10
מזור,606,773,615,1,614,3,316,143,137,3
מזכרת בתיה,28,8656,6903,45,6858,7,2479,3018,1006,161
מזרע,104,655,477,2,475,0,384,29,49,1
מזרעה,517,2665,2106,12,2094,1902,155,14,0,13
מחולה,3599,394,324,2,322,0,17,250,6,1
מחנה טלי,1418,167,110,0,110,0,40,47,22,0
מחנה יהודית,1413,95,76,1,75,0,22,42,9,1
מחנה יוכבד,1416,121,104,0,104,0,35,50,12,1
מחנה יפה,1415,244,176,0,176,0,81,67,25,2
מחנה מרים,1414,108,64,0,64,0,20,30,13,1
מחנה עדי,1417,177,121,0,121,0,46,57,18,0
מחנה תל נוף,1412,200,164,0,164,0,76,64,23,1
מחניים,308,467,343,1,342,0,207,81,38,5
מחסיה,776,297,229,0,229,0,13,152,4,51
מטולה,43,1400,924,3,921,2,426,309,131,12
מטע,822,509,393,2,391,7,132,214,23,9
מי עמי,1128,225,189,1,188,1,140,21,23,1
מיטב,2054,353,274,2,272,0,18,222,13,5
מייסר,649,1137,696,0,696,672,21,0,1,0
מירב,1282,305,252,1,251,0,1,226,13,3
מירון,607,405,264,0,264,0,3,132,3,63
מישר,731,454,377,2,375,2,197,94,75,0
מיתר,1268,5734,4412,25,4387,20,1597,1877,714,49
מכורה,3614,115,81,0,81,0,20,46,10,0
מכחול,1343,170,49,1,48,35,8,2,0,1
מכמורת,382,1040,737,3,734,1,520,102,88,0
מכמנים,1202,268,213,0,213,2,136,36,33,1
מלאה,164,266,208,1,207,0,20,153,8,22
מלילות,2044,220,173,2,171,0,1,134,6,15
מלכיה,596,392,246,1,245,0,182,37,18,2
מנוחה,2030,361,282,0,282,0,19,218,11,26
מנוף,1174,555,416,0,416,3,305,33,73,1
מנות,1205,317,241,2,239,0,47,145,23,12
מנחמיה,48,909,618,6,612,0,116,363,74,29
מנרה,347,215,138,1,137,0,111,15,6,0
מנשית זבדה,994,729,475,4,471,331,60,10,1,3
מסד,1258,364,278,2,276,0,168,75,26,3
מסדה,263,265,184,0,184,2,127,34,15,0
מסילות,298,453,304,0,304,1,234,39,24,0
מסילת ציון,742,647,528,1,527,0,258,192,48,16
מסלול,748,390,307,0,307,0,90,168,20,23
מסעדה,4203,217,26,1,25,2,13,8,1,0
מסעודין אל-עזאזמה,939,5908,2675,26,2649,2497,77,20,3,16
מעברות,197,735,581,0,581,2,488,31,48,1
מעגלים,1082,901,746,0,746,0,14,513,7,52
מעגן,678,311,206,0,206,0,126,41,20,2
מעגן מיכאל,694,1522,1092,2,1090,0,882,96,75,2
מעוז חיים,272,444,287,1,286,1,222,35,22,0
מעון,3657,259,204,0,204,0,0,152,0,0
מעונה,570,598,452,3,449,1,97,261,50,22
מעטפות חיצוניות,875,0,234599,1918,232681,7816,51838,118313,21885,16615
מעיליא,518,2364,1765,20,1745,1333,369,8,0,22
מעין ברוך,416,471,347,0,347,0,230,58,41,3
מעין צבי,290,616,443,1,442,0,313,56,67,2
מעלה אדומים,3616,26709,20009,149,19860,13,1145,15145,1144,1289
מעלה אפרים,3608,1165,650,10,640,4,75,451,27,11
מעלה גלבוע,1127,303,250,1,249,0,44,166,32,0
מעלה גמלא,4008,335,252,0,252,0,150,60,36,0
מעלה החמישה,286,496,350,1,349,0,267,45,32,0
מעלה לבונה,3752,359,291,2,289,1,0,199,0,1
מעלה מכמש,3651,781,682,1,681,0,2,520,2,19
מעלה עירון,1327,8400,5567,13,5554,5351,114,29,2,47
מעלה עמוס,3653,230,163,5,158,0,0,39,0,87
מעלה שומרון,3637,567,461,0,461,0,15,371,17,17
מעלות-תרשיחא,1063,17628,11769,206,11563,2315,1135,6430,510,788
מענית,344,485,410,2,408,3,328,39,32,1
מעש,230,686,549,4,545,1,268,175,83,5
מפלסים,668,596,420,2,418,2,286,61,54,3
מצדות יהודה,3745,285,249,0,249,0,6,200,0,2
מצובה,325,777,560,2,558,0,292,155,98,3
מצליח,757,944,731,2,729,0,130,485,58,43
מצפה,58,127,101,0,101,0,51,32,14,0
"מצפה אבי""ב",1222,610,492,0,492,0,275,109,105,1
מצפה אילן,1370,97,96,0,96,1,0,89,5,0
מצפה יריחו,3576,1166,989,2,987,1,4,689,3,23
מצפה נטופה,1190,551,440,1,439,0,30,350,29,3
מצפה רמון,99,3556,2167,28,2139,26,452,1123,97,39
מצפה שלם,3610,151,110,0,110,0,70,25,12,0
מצר,648,433,325,0,325,0,295,14,14,0
מקווה ישראל,22,156,108,0,108,0,50,46,9,1
מרגליות,843,313,175,0,175,1,27,114,13,7
מרום גולן,4101,501,355,0,355,1,189,72,78,3
מרחב עם,1340,119,109,0,109,0,0,82,1,3
מרחביה (מושב),97,503,396,2,394,2,200,118,61,4
מרחביה (קיבוץ),66,838,632,5,627,0,323,203,87,2
מרכז שפירא,1098,1374,1163,1,1162,0,23,891,26,67
משאבי שדה,421,458,318,1,317,0,243,41,18,1
משגב דב,765,463,367,1,366,0,181,110,62,1
משגב עם,378,236,166,2,164,0,119,23,12,1
משהד,520,4907,3370,12,3358,3137,133,78,0,7
משואה,3605,132,97,1,96,1,9,71,11,0
משואות יצחק,620,468,394,1,393,1,29,328,20,1
משמר איילון,670,386,308,0,308,0,117,134,43,8
משמר דוד,563,375,314,3,311,3,156,75,72,0
משמר הירדן,732,454,348,0,348,0,70,227,30,9
משמר הנגב,395,736,493,3,490,0,359,83,42,0
משמר העמק,130,908,676,2,674,0,605,23,37,1
משמר השבעה,729,631,494,4,490,0,180,177,115,1
משמר השרון,194,509,344,0,344,1,285,29,25,0
משמרות,213,459,367,2,365,2,253,51,53,0
משמרת,425,622,504,0,504,2,322,80,92,1
משען,791,656,486,5,481,1,39,339,27,50
מתן,1315,2303,1828,4,1824,2,914,488,374,14
מתת,1184,147,110,4,106,3,71,21,7,1
מתתיהו,3648,341,225,7,218,0,0,27,0,170
נאות גולן,4551,358,256,3,253,0,86,97,51,4
נאות הכיכר,1124,198,136,0,136,0,88,26,15,0
נאות מרדכי,408,479,340,0,340,2,222,77,24,1
נאות סמדר,1197,333,201,0,201,0,141,35,12,0
נאעורה,524,1272,783,13,770,652,112,2,0,3
נבטים,396,589,481,3,478,4,154,256,43,9
נגבה,315,629,430,0,430,0,308,52,64,0
נגוהות,3724,87,82,0,82,0,0,67,0,0
נהורה,309,889,676,3,673,1,103,418,46,69
נהלל,80,666,519,1,518,1,344,90,73,1
נהריה,9100,46867,30878,338,30540,132,5582,18871,3234,1825
נוב,4304,447,381,1,380,0,5,331,12,3
נוגה,55,380,278,1,277,0,45,205,8,9
נווה,1366,313,286,0,286,0,0,63,0,2
נווה אור,590,323,218,1,217,1,147,36,22,1
"נווה אטי""ב",4303,154,110,2,108,0,33,35,34,0
נווה אילן,405,705,493,1,492,0,242,147,83,9
נווה איתן,296,229,141,1,140,0,95,26,10,2
נווה דניאל,3725,1341,1093,4,1089,0,12,983,5,10
נווה זוהר,1057,71,40,0,40,0,5,22,4,3
נווה זיו,1314,398,310,1,309,0,100,133,54,12
נווה ים,312,205,163,0,163,0,75,64,14,1
נווה ימין,686,952,739,4,735,0,126,439,93,43
נווה ירק,858,834,705,5,700,1,407,138,140,2
נווה מבטח,827,409,333,0,333,2,181,89,52,2
נווה מיכאל,1071,363,279,1,278,1,27,196,7,30
נווה שלום,1259,171,136,0,136,82,50,3,0,0
נועם,15,300,230,2,228,0,2,169,4,47
נוף איילון,1333,1582,1342,3,1339,0,12,1047,3,71
נופים,3790,425,311,2,309,0,7,273,4,6
נופית,1284,1924,1553,2,1551,1,829,345,350,5
נופך,257,338,263,0,263,0,64,145,16,28
נוקדים,3726,922,760,4,756,1,14,641,5,13
נורדיה,447,1697,1343,9,1334,0,630,453,227,12
נחושה,59,533,443,1,442,0,12,367,9,13
נחל עוז,844,315,222,0,222,0,147,29,36,0
נחלה,2045,392,337,2,335,0,63,190,17,35
נחליאל,3767,288,245,1,244,0,0,41,0,29
נחלים,449,871,748,2,746,0,26,633,30,13
נחם,809,387,355,3,352,0,15,249,13,45
נחף,522,7214,5106,22,5084,4977,59,20,7,6
נחשולים,433,510,408,1,407,0,321,39,34,0
נחשון,777,402,308,4,304,1,262,13,23,1
נחשונים,705,301,211,1,210,0,175,15,18,0
נטועה,1147,223,182,1,181,0,32,93,8,42
נטור,4014,189,150,0,150,0,21,101,16,1
נטע,1369,149,139,1,138,0,0,124,0,1
נטעים,174,473,380,0,380,2,199,97,74,3
נטף,1254,336,257,0,257,2,209,22,17,0
ניין,523,1149,897,10,887,304,562,10,1,8
"ניל""י",3655,832,671,2,669,0,94,444,97,9
ניצן,351,932,744,0,744,0,7,587,13,6
ניצן ב',1419,1233,969,5,964,0,19,748,16,32
ניצנה (קהילת חינו,1195,176,75,1,74,1,33,24,6,1
ניצני סיני,1280,174,115,1,114,0,51,44,13,0
ניצני עוז,851,691,557,1,556,0,194,259,77,7
ניצנים,359,344,262,2,260,0,198,17,36,0
ניר אליהו,808,392,293,1,292,1,235,23,33,0
ניר בנים,553,538,434,3,431,0,281,91,47,2
ניר גלים,720,535,468,1,467,0,26,377,14,12
ניר דוד (תל עמל),256,577,444,0,444,0,369,15,40,0
"ניר ח""ן",11,359,262,1,261,0,95,125,32,3
ניר יפה,165,379,307,0,307,0,78,172,45,6
ניר יצחק,402,566,381,0,381,7,326,14,27,1
ניר ישראל,699,557,439,0,439,1,237,127,61,2
ניר משה,2047,372,281,1,280,0,127,105,29,8
ניר עוז,69,344,269,1,268,2,214,21,24,1
ניר עם,348,339,216,1,215,0,150,28,23,4
ניר עציון,769,398,300,1,299,7,32,214,19,4
ניר עקיבא,2048,393,315,1,314,0,89,128,21,12
ניר צבי,331,889,695,2,693,1,396,145,127,1
נירים,602,377,280,0,280,3,245,14,12,0
נירית,1236,948,774,0,774,2,455,131,165,3
נירן,3620,72,55,0,55,0,52,0,3,0
נס הרים,825,646,521,1,520,2,123,302,51,17
נס ציונה,7200,30675,24115,167,23948,26,8686,9589,4292,733
נעורים,186,157,79,0,79,0,41,30,6,1
נעלה,3787,785,634,5,629,0,103,416,81,7
"נעמ""ה",3713,126,77,0,77,0,27,38,9,0
נען,158,1201,905,5,900,0,716,76,94,4
נצאצרה (שבט),1041,349,152,5,147,142,0,1,0,2
נצר חזני,1372,193,170,0,170,0,2,121,0,9
נצר סרני,435,548,437,0,437,0,354,31,43,3
נצרת,7300,53232,32689,290,32399,29991,1549,611,70,72
נצרת עילית,1061,39087,22586,472,22114,3629,2623,13308,1371,367
נשר,2500,19318,12999,170,12829,112,2704,7461,1671,561
נתיב הגדוד,3555,149,105,0,105,0,33,53,12,0
"נתיב הל""ה",693,409,321,0,321,3,255,21,33,1
נתיב העשרה,1242,594,502,2,500,1,228,174,78,0
נתיב השיירה,792,410,324,1,323,0,110,166,28,9
נתיבות,246,19308,14763,160,14603,12,320,6708,186,4424
נתניה,7400,168914,106738,1270,105468,74,16115,62445,11035,11240
סאג'ור,525,2657,1438,10,1428,22,346,778,50,189
סאסא,578,466,338,0,338,1,287,24,20,0
סביון,587,3458,2405,9,2396,3,1263,598,459,20
סגולה,2046,398,324,0,324,0,167,107,37,6
סואעד (חמרייה),942,113,48,0,48,35,4,6,0,3
סולם,526,1801,1338,14,1324,1091,166,7,2,56
סוסיה,3756,525,429,3,426,0,1,355,0,1
סופה,1238,192,144,0,144,0,86,25,27,0
סח'נין,7500,18647,15231,49,15182,14633,354,114,16,45
סייד (שבט),1170,1587,659,4,655,533,52,29,4,30
סלמה,1245,1879,1018,11,1007,792,91,59,2,31
סלעית,3567,408,318,1,317,1,166,68,78,0
סמר,1156,294,193,1,192,4,142,25,8,0
סנסנה,3777,163,145,0,145,0,0,134,1,1
סעד,419,594,477,1,476,0,88,335,25,3
סער,454,540,401,0,401,0,240,104,56,1
ספיר,1176,282,197,1,196,0,77,82,18,1
סתריה,610,771,607,2,605,5,327,139,113,3
ע'ג'ר,4501,1470,690,6,684,23,210,385,1,27
עבדון,892,473,342,3,339,0,54,198,9,67
עברון,376,614,489,4,485,1,423,24,23,3
עגור,794,286,208,1,207,0,16,152,5,27
עדי,1199,1348,1082,0,1082,0,471,338,250,4
עדנים,2035,292,229,0,229,0,104,57,54,2
עוזה,826,374,294,2,292,0,1,186,1,55
עוזייר,528,1665,941,9,932,893,22,13,0,2
עולש,737,687,545,2,543,0,260,166,95,2
עומר,666,6184,4712,14,4698,21,2152,1715,691,25
עופר,810,384,311,0,311,0,140,126,34,0
עופרה,3617,1782,1485,6,1479,1,6,1313,4,6
עוצם,32,396,323,1,322,0,10,110,2,172
עוקבי (בנו עוקבה),957,234,164,1,163,147,12,3,0,1
עזר,1149,641,498,1,497,0,137,223,88,14
עזריאל,837,538,454,3,451,0,18,357,14,19
עזריה,711,704,577,3,574,0,56,422,32,46
עזריקם,817,833,647,3,644,1,67,481,44,23
עטאוונה (שבט),969,119,57,0,57,54,0,3,0,0
עטרת,3658,279,244,0,244,0,1,203,0,2
עידן,1175,259,173,0,173,0,107,40,20,0
עיילבון,530,3765,2670,20,2650,1672,586,249,3,126
עיינות,156,88,52,1,51,0,22,19,10,0
עילוט,511,4475,1941,39,1902,1598,127,80,1,87
עין איילה,687,663,517,1,516,0,307,104,86,1
עין אל-אסד,546,571,281,3,278,11,57,133,4,64
עין גב,273,458,317,0,317,3,224,51,31,0
עין גדי,2042,441,297,3,294,2,213,52,21,2
עין דור,436,873,584,1,583,1,428,76,56,1
עין הבשור,1240,644,517,1,516,0,247,155,90,5
עין הוד,74,452,337,1,336,8,253,46,13,2
עין החורש,167,662,536,2,534,0,485,20,24,0
עין המפרץ,289,654,509,0,509,0,454,21,22,2
"עין הנצי""ב",383,429,333,0,333,0,36,258,23,0
עין העמק,367,553,419,3,416,0,83,277,28,24
עין השופט,270,841,541,1,540,0,460,43,18,3
עין השלושה,676,336,224,1,223,1,156,45,17,0
עין ורד,157,1008,845,1,844,2,575,112,148,2
עין זיוון,4503,238,155,1,154,0,76,33,36,0
עין חוד,1320,159,109,1,108,90,1,1,0,16
עין חרוד (איחוד),89,530,411,1,410,0,313,51,18,1
עין חרוד (מאוחד),82,679,485,2,483,0,342,80,45,2
עין יהב,806,483,384,3,381,2,306,39,29,1
עין יעקב,813,613,470,1,469,2,110,269,24,35
עין כרמל,426,470,376,1,375,0,270,52,43,1
עין מאהל,532,7717,5708,29,5679,5409,162,38,1,59
עין נקובא,521,1370,784,25,759,611,85,24,3,19
עין עירון,223,389,325,0,325,0,231,46,35,2
עין צורים,622,523,427,1,426,0,35,319,26,5
עין ראפה,514,562,367,6,361,299,53,4,1,0
עין שמר,139,588,438,0,438,2,351,41,30,0
עין שריד,880,1027,785,7,778,0,287,324,114,41
עין תמר,1251,140,105,0,105,0,39,39,26,0
עינת,871,524,445,1,444,0,341,44,49,0
עכו,7600,40470,26114,385,25729,6727,2122,13174,938,2085
עלומים,1146,345,262,0,262,0,18,225,13,2
עלי,3765,1900,1529,4,1525,0,6,1114,0,30
עלי זהב,3727,657,532,2,530,0,8,487,10,6
עלמה,688,550,416,4,412,3,3,347,4,39
עלמון,3715,825,640,0,640,1,39,506,75,7
עמוקה,1212,153,105,1,104,0,75,23,6,0
עמינדב,779,614,477,1,476,1,178,236,40,8
עמיעד,385,418,269,0,269,0,223,20,17,0
עמיעוז,318,202,143,0,143,0,22,72,12,30
עמיקם,773,464,364,1,363,1,178,107,65,2
עמיר,319,473,348,0,348,2,287,39,11,0
עמנואל,3660,1911,1392,12,1380,0,2,147,1,854
עמקה,708,493,360,8,352,0,20,282,8,19
ענב,3712,429,360,3,357,0,1,249,4,34
עספיא,534,8227,4371,55,4316,943,1131,2019,112,38
עפולה,7700,35667,23208,300,22908,19,2742,15939,1605,1791
עץ אפרים,3778,955,807,4,803,0,50,638,42,28
עצמון שגב,917,825,617,1,616,0,466,72,72,3
עראבה,531,14211,10339,41,10298,9999,82,73,61,34
עראמשה,1246,928,437,3,434,270,144,6,2,8
ערב אל נעים,1335,389,238,7,231,41,3,180,1,2
ערד,2560,20805,12552,255,12297,105,2131,5865,1605,1966
ערוגות,593,617,514,2,512,0,232,185,79,6
ערערה,637,11475,7997,44,7953,7679,174,53,4,6
ערערה-בנגב,1192,6558,3773,72,3701,3380,173,96,6,16
עשרת,591,828,641,0,641,2,359,137,127,4
עתלית,53,4693,3329,17,3312,15,921,1618,452,212
עתניאל,3748,391,335,0,335,0,2,266,1,1
פארן,1151,363,271,1,270,1,211,31,21,0
פדואל,3768,789,686,2,684,0,1,583,2,6
פדויים,750,298,215,1,214,0,19,148,5,32
פדיה,838,545,434,8,426,0,43,311,31,38
פוריה - כפר עבודה,1104,267,185,0,185,0,22,143,8,6
פוריה - נווה עובד,1105,920,620,6,614,1,53,458,42,30
פוריה עילית,1313,639,458,5,453,2,129,263,39,6
פוריידיס,537,7621,5116,28,5088,3985,577,505,5,5
פורת,767,806,569,6,563,1,17,398,12,81
פטיש,749,590,487,3,484,0,44,275,17,116
פלמחים,597,600,423,3,420,0,298,64,47,3
פני חבר,3723,192,166,0,166,0,1,72,0,1
פסגות,3659,957,828,3,825,0,2,623,2,5
פסוטה,535,2425,1358,15,1343,1020,276,28,3,7
"פעמי תש""ז",2059,330,267,3,264,0,27,136,12,75
פצאל,3615,225,176,0,176,0,36,111,25,0
פקיעין (בוקייעה),536,4011,2616,15,2601,794,366,1118,87,221
פקיעין חדשה,281,281,207,0,207,0,19,106,3,68
פרדס חנה-כרכור,7800,26651,19087,185,18902,69,6457,8958,1900,949
פרדסיה,171,4716,3693,16,3677,0,1449,1404,651,58
פרוד,599,326,239,1,238,1,162,46,24,2
פרזון,2053,302,228,1,227,0,30,173,9,6
פרי גן,1231,152,114,0,114,0,30,69,10,2
פתח תקווה,7900,177367,125633,1223,124410,94,24601,68540,14661,11756
פתחיה,839,633,495,1,494,0,87,300,63,32
צאלים,413,374,284,0,284,1,202,40,32,1
צביה,1180,233,179,0,179,0,117,19,40,0
צובה,465,633,435,2,433,1,335,49,38,1
צוחר,1136,397,271,2,269,0,56,160,29,14
צופים,3791,1104,928,5,923,0,65,727,57,14
צופית,198,763,600,0,600,2,392,103,91,2
צופר,1150,312,248,1,247,0,185,29,28,0
צוקי ים,1102,163,124,0,124,0,79,29,11,1
צוקים,1262,135,107,3,104,0,69,21,9,0
צור הדסה,1113,3779,2970,7,2963,12,1084,1332,418,56
צור יצחק,1345,2072,1845,5,1840,1,771,581,425,21
צור משה,276,1682,1338,2,1336,2,748,290,264,14
צור נתן,1148,215,171,2,169,0,58,74,32,1
צוריאל,774,256,199,0,199,0,27,142,10,14
